component,bagofwords
org.wordpress.android.util.UrlUtils,public static String Encode final text return Encoder encode catch Unsupported Encoding Exception Decode Decoder decode param host from available Empty string otherwise Host null parse Convert names punycode necessary convert Punycode Needed Charset Name ASCII Lower Case starts With http substring else https Remove leading double slash inherit protocol scheme remove Leading Double Slash ends UTILS Invalid used prefix This method must called user entered server fetched ensure client will work expected HTTPS true make with transformed prefixed Scheme boolean Util Valid normalizes primarily comparison purposes example that google contains build intermediates exploded wordpress graphview length create Illegal Argument returns passed without doubleslash index query parameters Query Upon clear Https equals Protocol false version stackoverflow Mime Type extension File Extension From mime Singleton Null Image Text Utils cleaned jpeg append Parameter Value Hash Parameters Builder Entry entry 
org.wordpress.android.util.ShortcodeUtils,public static String Video Press Shortcode From video null Empty return wpvideo Code shortcode Regex Pattern pattern compile Matcher matcher find group 
org.wordpress.android.util.GravatarUtils,Override public String switch this case MYSTERY return STATUS IDENTICON identicon MONSTER monsterid WAVATAR wavatar RETRO retro default blank static Gravatar final image DEFAULT GRAVATAR Default Image Text Utils Empty contains gravatar Photon remove Query From Email email size http Hash Null Integer blavatar Host 
org.wordpress.android.util.SystemServiceFactoryDefault,public Object Context context String name return System Service 
org.wordpress.android.util.ImageUtils,public static Image Size Context context String path null Bitmap Factory Options options Just Decode Bounds true contains content projection Media Store Images DATA Cursor Content Resolver query move First data Column Index catch Illegal State Exception state Utils class Name querying finally close Text Empty replace media file decode File image Height Width return Orientation Path Stream orientation parse else ORIENTATION Reading UTILS Exif Interface exif Attribute switch case NORMAL ROTATE default download Default Http Client client Request Response response execute status Code Status Line Downloader Error while retrieving bitmap from Entity entity Input input consume abort From http developer android training displaying bitmaps html calculate Sample height width Ratio Math round float Title Span title video Video Thumbnails jpeg thumb Data Resizes placed Post Editor resized target Integer Last Segment Number Format MINI KIND Scaled Longest Side rotation byte bytes create length Byte Array Memory setting percentage Given within maximum param original allowed Resized With exists mime Type Mime equals Extension Lower Case dimensions Temp Output write temp POSTS Failed nbradbury similar more efficient since doesn require passing full array scale double Actual stream proportionate rint Matrix matrix post Rotate Compress Ignore JPEG Rotated Null Pointer thrown internally This should never happen compress recycle Circular output Config ARGB Canvas canvas Paint paint Rect rect Anti Alias draw Color Oval Xfermode Porter Duff Mode Rounded Edge radius Style STROKE Stroke DKGRAY thumbnail either portrait landscape orientations Maximum Display Pixel screen padding 
org.wordpress.android.util.EditTextUtils,returns null text string from passed Text View public static String moves caret void Edit edit Selection length true nothing been entered into editor boolean Empty Utils hide soft keyboard Soft Input Method Manager From Window Token show request Focus SHOW IMPLICIT 
org.wordpress.android.util.ActivityUtils,public static void hide Keyboard Activity activity null Current Focus Input Method Manager input System Service Context INPUT METHOD SERVICE Soft From Window Token HIDE ALWAYS 
org.wordpress.android.util.DisplayUtils,public static boolean Landscape Context context null return false Resources Configuration orientation ORIENTATION LANDSCAPE Point Display Pixel Size Window Manager System Service WINDOW SERVICE display Default size Width Height float Metrics final scale scaled Density Typed Value apply Dimension COMPLEX UNIT density Large screen Layout SCREENLAYOUT SIZE MASK XLARGE true returns height Action enabled supports both native Sherlock http stackoverflow Theme resolve Attribute android attr action complex data detect when FEATURE ACTION OVERLAY been Overlay window Feature 
org.wordpress.android.util.SqlUtils,public static long bool boolean value return Bool void close Statement Lite stmt null Cursor Closed Query Database String query selection Args Utils catch Done Exception string Count table Name Entries delete Rows Table drop Tables throws false Read Only tables from read only database List Names Array cursor SELECT name FROM sqlite master WHERE type move First equals android metadata sequence while Next begin Transaction exec DROP TABLE EXISTS Successful true finally Text text length TEXT UTILS exceeded storing truncated substring 
org.wordpress.android.util.BlogUtils,public compare Object blog String Name Blog Home From Account return Ignore Case Return name home trimmed empty string static account length Utils Host host part only unescape HTML setting remove Scheme Trailing Slash Names List accounts Array size urls 
org.wordpress.android.util.AlertUtils,Show Alert Dialog param context title message public static void show Context Builder Title Positive Button android string null Message create String positive Buttontxt Listener negative Char Sequence Interface Click Negative Cancelable false 
org.wordpress.android.util.EmoticonsUtils,public static String lookup Image Smiley return None file substring last Index Smilies contains Spanned replace Emoticons With Emoji Spannable Builder html imgs Spans length class emoticon Utils Source equals start Start Foreground Color EMOTICON COLOR SPAN EXCLUSIVE remove final text null Html from else 
org.wordpress.android.util.JSONUtils,Given JSON Object path property child default will traverse object graph pull desired public static query source String null UTILS Parameter return next Seperator index QUERY SEPERATOR Index Start ARRAY INDEX START result Class Assignable From else format returned type assignable Using catch java lang Cast Exception Unable cast Name from input Query Math substring Array equals array requested Acceptable indexes include negative numbers reference items list well last first more explicit references FIRST LAST Integer parse length remaining Incorrect Convert expected contain strings List json size name value NULL Decoded Html Utils fast Unescape boolean Bool Text Empty false Ignore Case true Child final Parent names split 
