"sentence","category"
"It would also be great if we could preview the song before downloading another horrid cover.","FEATURE REQUEST"
"For once it has even the new music everything","OTHER"
"It doesn't show youtube results","PROBLEM DISCOVERY"
"I've been using froswire on my tablet for a while, at first I could find all the songs I wanted then one day I went to download a song, and I wouldn't find anything.","PROBLEM DISCOVERY"
"Its been like that for a while.","OTHER"
"Can't find any of the song I want.","PROBLEM DISCOVERY"
"Its made me very mad !","OTHER"
"So far  I like it","OTHER"
"Great","OTHER"
"Gets all of the music I want","OTHER"
"This app would be the best one on the app store IF you were able to download the music onto the SD card without losing it once its uninstalled .","OTHER"
"I can't save it to internal memory because of low storage space so can't give it 5 stars .","PROBLEM DISCOVERY"
"but its amazing overall.","OTHER"
"This app gives you a virus don't download it made my phone turn off when it was fully charge","INFORMATION GIVING"
"Suks","OTHER"
"I love this app!","OTHER"
"Occasionallybi don't find what I'm looking for but I won't use anything else.","INFORMATION GIVING"
"Love it","OTHER"
"All the music is from SoundCloud witch do not like at all and most of the music I listen to is Mexican music and there is not one song that I like on there that is in Spanish","OTHER"
"This app is good but it dont allow me download certain songs and it dont offer enough songs and It only shows soundcloud and its not even the actual artist singing it its always a cover up by someone else and sometimes causes viruses on my phone and I xan download songs but tgey wont play!!!!!!!!!","OTHER"
"At first I could find all the songs I was looking for but now I hardly find anything I'm looking for Sometimes I want to delete the app but doing that I will lose the music I downloaded from the app.","OTHER"
"Worked good","OTHER"
"I don't like how if you get rid of the app you loose everything you got with the app.","OTHER"
"It deserves let's then a star, I'll freeze your phone and it has a virus.","PROBLEM DISCOVERY"
"Do not download.","INFORMATION GIVING"
"DANGEROUS APPLICATION.","OTHER"
"Very nice","OTHER"
"Really good app.","OTHER"
"Lots of good features.","OTHER"
"No originals","OTHER"
"I downloaded a whole album and after a few minutes it deleted it all","OTHER"
"You just need to follow the instructions on how to fix it if you are seeing no results.","FEATURE REQUEST"
"You need to download it on its website.","FEATURE REQUEST"
"Theres actually a link there available.","INFORMATION GIVING"
"This is more convenient to use and safe.","OTHER"
"Probably should allow to preview songs before downloading","OTHER"
"Becose is every songs is old","OTHER"
"Good","OTHER"
"Music","OTHER"
"Use to be the best app but now it stop be it.now you hardly can download song or videos so wats happening frostwire please do something about it now everything not available","INFORMATION GIVING"
"I DOWNLOADED THIS APP AND I GOT EMAILS AFTER DOWNLOADING MUSIC FROM MY INTERNET PROVIDERS SAYING THAT THEY WERE GOING TO FILE A LAWSUIT FOR PIRACY!!!","OTHER"
"DO NOT DOWNLOAD!!!","OTHER"
"Really nice, no lag, works smoothly, what I do not get is why isn't there much options to pick?","INFORMATION SEEKING"
"I know its because google play made your awesome corporation take it down, but there is other websites that could help with this.","OTHER"
"Thank you though, because I was able to download funny and Awesome rap battles.","OTHER"
"So thank you and keep working hard as you can!!","OTHER"
".","OTHER"
"Please add if there isnt any","OTHER"
"I cant download music and video.when i search something its only a cover not official","PROBLEM DISCOVERY"
"Wayert","OTHER"
"I might've rushed to judge the app I like but sometimes doesn't give the original songs you're looking for, here and there you download a song and ends up being someone's mixtape","OTHER"
"I tried to download and it never did anything.","OTHER"
"I just keep seeing it move slow.","OTHER"
"I don't have all day.","OTHER"
"Hated all the covers and remixes.","OTHER"
"I wanted the original","OTHER"
"It makes me download each song I want.","OTHER"
"Do not get the stupid app.","INFORMATION GIVING"
"YouTube","OTHER"
"Downloaded only half of a song and did it to multiple different songs.","OTHER"
"Also downloaded songs I didn't even download.","OTHER"
"How come I can't listen to the song to see if it's the one I'm looking for","PROBLEM DISCOVERY"
"good","OTHER"
"Frostwire","OTHER"
"Good ap just some stuff take up a lot of space be careful","OTHER"
"Pum pum","OTHER"
"It deleted all my songs I downloaded.","OTHER"
"I uninstalled","OTHER"
"I looked up bad blood millions of times each time it was by someone else and not Taylor Swift.","OTHER"
"PLEASE FIX!!","PROBLEM DISCOVERY"
"I have just uninstalled this as its driving me mad not getting the songs I want.","OTHER"
"It shows remixes and wannabe YouTube artist trying to sing but not the original tracks.","OTHER"
"Very disappointed as it was good other than that.","OTHER"
"I got to download many music and movies","OTHER"
"Been useing this app for a long time now and installed again after a short break.","OTHER"
"now almst nothing found in search, freezes/crashes constantly, kills battery&gets very hot, ETC ETC.","OTHER"
"And notice app has less installed software files, use to have a Torrents folder in package files.","OTHER"
"UNINSTALLING!!!","OTHER"
"Its a pretty good app, all the other ones don't have the right music, but this one, this ones good","PROBLEM DISCOVERY"
"If you have poor internet connection does it stop the song your listening to constantly?","INFORMATION SEEKING"
"The app has stopped working please fix it!!","PROBLEM DISCOVERY"
"ok so it cant use youtube but I type in an exact copy of what I see on sound cloud but what ever I type it never pops up or it does pop up but it is never the right one or it is not even close to what I typed in","PROBLEM DISCOVERY"
"It doesn't give me any kpop it just shows English covers","INFORMATION GIVING"
"Yaa","OTHER"
"What","OTHER"
"Ok.","OTHER"
"It terrible it won't look up the songs you want","OTHER"
"It sucks my phone has internet and doesn't play the song.","OTHER"
"Well it went good and all but it doesn't find the song I want and only show song that I wasn't looking for like something totally different.","PROBLEM DISCOVERY"
"Works fine on PC but app say can't find most of the songs I search for","PROBLEM DISCOVERY"
"I downloaded, got 3 songs are it started to overheat my Galaxy S5.","OTHER"
"could be a great app.","OTHER"
"Just not for my phone.","OTHER"
"The download time is taking forever!","OTHER"
"About to say forget it.","OTHER"
"Ok so i waited for it to download for so long.","OTHER"
"It then says the app wasnt responding.","OTHER"
"It even made my whole system slow down 100 and shut down the phone.","INFORMATION GIVING"
"THANK YOU SO MUCH.","OTHER"
"I love this app it's perfect for me iys g i t everything I want to have on my phone!!","OTHER"
"Yes","OTHER"
"This app really sucks a waste of time","OTHER"
".","OTHER"
"nice apps i can search all i want but i can't play.why?","PROBLEM DISCOVERY"
"Downloader","OTHER"
"It came up with the music but wouldn't let me download it, and if it did download it, it still wouldn't play the song!!!","OTHER"
"Why did youtube conversion stop working?","INFORMATION SEEKING"
"when the download finished it says faild to play.plss fix this","PROBLEM DISCOVERY"
"cant download any songs, movies, etc.","PROBLEM DISCOVERY"
"can please fix it:( thanks","PROBLEM DISCOVERY"
"Boo booo","OTHER"
"But Is their a way to get rid of the covers and leave the artist only?","OTHER"
"Pretty cool","OTHER"
"Froze my phone everyone I tried to download songs!","OTHER"
"Like it but it needs some work","FEATURE REQUEST"
"So I LOVE this app.","OTHER"
"My favorite.","OTHER"
"But recently when after I search the artist and scroll through the results my phone starts slowing down and overheating.","OTHER"
"My phone gets weird and sometimes I have to take out the battery to be able to use it and get back to my home screen.","OTHER"
"This is literally the only app that makes my phone do this.","OTHER"
"Any other app my pho e works perfect that is until I try downloading music on FW","OTHER"
"I use from all my music needs","OTHER"
"I don't know yet but my cousin recommended it to me because he got all the songs he liked I will give it 5 stars for a start :)","OTHER"
"You have to read what you have to do and you can find any song best thing going ever for music","INFORMATION GIVING"
"Good","OTHER"
"I loved this app until songs got erased and now I can't get those songs back, YouTube torrent is out","PROBLEM DISCOVERY"
"Only bad part is that some time my music don't stay one so if that could be fixed?","OTHER"
"It's all SoundCloud songs","OTHER"
"B","OTHER"
"Froze my phone every time I opened it.","PROBLEM DISCOVERY"
"Total crap.","OTHER"
"It tuns on my music from the random and i pause it but it unpauses by its self how do i stop it","OTHER"
"What ever happen to YouTube","INFORMATION SEEKING"
"Lagged my phone bad!!","OTHER"
"It started out working really great!","OTHER"
"Now I can't even find a song !","PROBLEM DISCOVERY"
"This is terrible !","OTHER"
"Pretty much all of these music download apps suck!","OTHER"
"Able to download everything i want","OTHER"
"All the tracks I looked up were only remix.","OTHER"
"Some sounded good most of them didn't and I just want to listen to originals.","OTHER"
"This app is useless if it can't even provide unaltered songs.","PROBLEM DISCOVERY"
"I don't understand, why cant i download music that is off of youtube.","PROBLEM DISCOVERY"
"It says i need to download the apk app that would allow me to continue downloading music.","FEATURE REQUEST"
"But it keeps bringing me back to the frostwire app i have installed.","OTHER"
"Fix this problem","PROBLEM DISCOVERY"
"Frostwire was the best but it seems mp3 rocket has stole the crown","OTHER"
"Dosent give real songs","OTHER"
"Everything is in KAT n I can't listen to the songs before I download them.","PROBLEM DISCOVERY"
