"sentence","category"
"Much room for additions The Design and interface feels exceedingly fluid but the app lacks many features.","FEATURE REQUEST"
"Consider adding features like System Analyser, gesture navigaton, tagging, favourites, FTP manager, trash, swipe for options etc.","FEATURE REQUEST"
"Beautiful UI, Throughput Speeds Need Improvement I have been a loyal ES File Manager fan for a long time.","FEATURE REQUEST"
"After getting spam notifications from it, I had to unfortunately ditch it.","OTHER"
"I've tried Amaze before, but went back to ES.","OTHER"
"No more.","OTHER"
"Going to be using Amaze for a few months and really evaluate it well.","OTHER"
"However, I have to say I love the UI.","OTHER"
"I love the ease of use.","OTHER"
"Great work devs!","OTHER"
"I have seen benchmarks that put it quite a few steps below ES as far as read/write speeds.","OTHER"
"Hopefully this can be improved as more people move away from ES.","OTHER"
"It has lags and bugs
Like it, but.","OTHER"
"Keeps crashing every single time after the latest update.","PROBLEM DISCOVERY"
"Wiping out the app data seems to fix the issue.","PROBLEM DISCOVERY"
"Love it!","OTHER"
"Needs .zip functionality tho
add move to SD Card the app
Great This file manager is great and can be better: 1- a larger app launcher icon is better like other apps in lollipop.","FEATURE REQUEST"
"2- some time app can't sort file and folder true.","PROBLEM DISCOVERY"
"3- apps backup is great but make ""base.apk"" better back up apps real name.","OTHER"
"4- add option for custom backup folder, set password, import/export setting.","OTHER"
"This options and fix make this file manager the best material design app, thanks for your support.","OTHER"
":)
σκ OVERALL MATERIAL DESIGN IS ALL DONE & WE NEED MORE FEATURES SO ITS CAN BE USELMFULL FOR DAUILY BASICS.BT THANKS DEV 4 DEVELOPING THIS
Love it!","OTHER"
"Needs cloud storage?","OTHER"
"Found this on the xda feed!","OTHER"
"USB OTG I'd just like the ability to read/write files on a usb thumb drive using my usb-c to usb-a adapter.","FEATURE REQUEST"
"Great work Best file manazer specially the UI only if u can add inbuilt rar and zip opener it will be great
Why the icon is different from the store.","FEATURE REQUEST"
"?","OTHER"
"Good file manager, but.","OTHER"
"After entering the settings menu, the UI goes Holo even my phone is Android 4.4.4.","OTHER"
"Better if add more setting about view
Pretty But I have a USB thumb drive attached and I can't find the contents.","PROBLEM DISCOVERY"
"Am I don't something incorrectly?","OTHER"
"I am rooted.","OTHER"
"The thumb drive is blinking red so it is powered.","OTHER"
"Nexus 6/Lollipop Edit: found USB storage listed under my internal memory.","OTHER"
"Cheers!","OTHER"
"Open source File Manager So far so good.","OTHER"
"No ads or bloatware.","OTHER"
"Clean UX and easy on the eye UI.","OTHER"
"Awesome.","OTHER"
".","OTHER"
"elegant and efficient, but there are two things I would like to see: A simple dashboard as home screen (which, IMHO, makes more sense for the Home icon) and the ability to remove, or at least redirect, default links of predefined bookmarks (images, videos.)","OTHER"
"in sidebar
Cool design!","OTHER"
"Good to see material ui.there's always a room for improvement.","OTHER"
"One suggestion would be adding the text editor  of its own.","OTHER"
"Keep it up!","OTHER"
"only had it for a few minutes so far, but so far I love it!","OTHER"
"simple to use and quick to learn and setup how you want it, even has a dark theme and custom colour settings!","OTHER"
"Instantly decided to make this my main file explorer especially since EZ File Explorer is trying so hard to burn its self to the ground.","OTHER"
"Only thing I can think of that is missing is the ability to add bookmarks to folders on the android home screen/descktop.","FEATURE REQUEST"
"I have a couple folders I access regularly that are buried in the android/data folders.","OTHER"
"This is really a good file manager.","OTHER"
"It's relatively simple, but has all of the basic functionality such as copying, cutting (moving), and pasting, and none of the extra bloat (like ads)  (and also it's open source)  The only bad thing about this app is that I can't seem to find how to add a shortcut.","PROBLEM DISCOVERY"
"There's an ""add shortcut"" choice in the long-click menu but I the nothing happens.","OTHER"
"Awesome file manager !","OTHER"
"The material design is a plus point in addition to the great file manager.","OTHER"
"The only thing I did not like is that there is no option of seeing the properties of multiple selected files (to check size).","OTHER"
"If that is incorporated then it will become a killer app.","OTHER"
"yeah!","OTHER"
".","OTHER"
"you fixed the crashing
Smooth and fast
Can display full file name?","PROBLEM DISCOVERY"
"Nice design with a glitch I am unable to access / directory even with root permissions.","PROBLEM DISCOVERY"
"Whenever I try to go up from any directory it stops on first level directory like /system or /storage
Please fix it
This one is really simple and no nonsense app.","PROBLEM DISCOVERY"
"But there is two feature I miss is a password protection and FTP doesn't work if WiFi network is created on mobile's hotspot.","PROBLEM DISCOVERY"
"It's Ok
if I connect my pen drive to my phone.it doesn't show USB device
Best file explorer at no cost
The app looks good.","PROBLEM DISCOVERY"
"But what I desperately missed is a built in image viewer to see the photos.","FEATURE REQUEST"
"Also small folder size looks better than bigger ones.","OTHER"
"Please fix the issues as soon as possible.","PROBLEM DISCOVERY"
"Thank you.","OTHER"
"Feels cluttered
Good alternate explorer now that ES has gone bloatware.","OTHER"
"Fast, easy, material design.","OTHER"
"Has an option for root access but still won't show me the contents of /data/data on AOSP 6.0.1.","OTHER"
"More tabs would be nice, cloud service support would be welcomed too.","FEATURE REQUEST"
"Gotta drop some stars because of the root access issues.","OTHER"
"Edit: My bad, I'm using systemless SuperSU.","OTHER"
"Probably why not all root features are functional.","OTHER"
"+1 star.","OTHER"
"Pretty
Nice,simple and clean.","OTHER"
":)
UI Improvements How about adding options to add new files and folders within the floating + icon.","FEATURE REQUEST"
"The popup doesnt adhere to the material design philosophy.","OTHER"
"5 stars to the app when this is implemented.","OTHER"
"Material design is awesome.","OTHER"
"In this update I am unable to access root files.","PROBLEM DISCOVERY"
"So only 4.","OTHER"
"Great app but need improvement Not compatible with cm13 on my oneplus one.","FEATURE REQUEST"
"After granted root permission, amaze recognizes /data and some other directories as file and cannot enter them, while ES works without any problem.","PROBLEM DISCOVERY"
"please fix.","PROBLEM DISCOVERY"
"I'd like to provide further information.","INFORMATION GIVING"
"Name should be file manager itself if the name displayed on the menu list is ""File Manager"" itself.","OTHER"
"Looks Amazing.","OTHER"
"Needs a couple features.","OTHER"
"I love the look of this file explorer.","OTHER"
"Had an issue with it force closing when trying to write to the external SD Card but that's a known KitKat issue so I can't take points off for that.","PROBLEM DISCOVERY"
"Would love to see a text editor and possibly a .zip peak ability without having to extract it completely.","OTHER"
"Fantastic start for a great app.","OTHER"
"i hope in next update it can detect usb flash drive for those phones that have usb otg function.","OTHER"
"Nice It do the job as basic file explorer, and it doing  it perfect.","OTHER"
"And just the look deserves a 5star.","OTHER"
"Beautiful UI, Throughput Speeds Need Improvement I have been a loyal ES File Manager fan for a long time.","FEATURE REQUEST"
"After getting spam notifications from it, I had to unfortunately ditch it.","OTHER"
"I've tried Amaze before, but went back to ES.","OTHER"
"No more.","OTHER"
"Going to be using Amaze for a few months and really evaluate it well.","OTHER"
"However, I have to say I love the UI.","OTHER"
"I love the ease of use.","OTHER"
"Great work devs!","OTHER"
"I have seen benchmarks that put it quite a few steps below ES as far as read/write speeds.","OTHER"
"Hopefully this can be improved as more people move away from ES.","OTHER"
"The static left side menu on tablet version is annoying Make the left static menu into a dynamic slide out hamburger menu.otherwise its good
Nothing fancy but gets the basics right I just wish it had more features like the competition.","FEATURE REQUEST"
"New for me Just downloaded this as ES file manager kept trying to add unknown files to my Moto g3.So simple to use so far thanks
Please improve it, I love it!","OTHER"
"-Won't let me search when I'm browsing the LAN folders                       - The preview loading is pretty slow compared to other file managers
Need more costomazation I wish of I can change the file icon and the size
We will see.","FEATURE REQUEST"
"- 1 star because you started asking for Identity permissions.","OTHER"
"Bugs out on smb Smb connections aren't stable
I've just started using this moved from ES and so far this is much better.","PROBLEM DISCOVERY"
"The UI is great and easy to use but allows you to really control your files I've not tried to connect to my pi running liberelec yet so that's it's next test.","OTHER"
"Nice but too good I love to download apps,this app is well,I am using this app in my tablet dell venue7
Great file manager with superb material design this app is great and everyone should have it.","FEATURE REQUEST"
"however I'm having an really annoying problem that is docx file will not open with officesuite by default.","PROBLEM DISCOVERY"
"i have tried setting and clearing defaults but it's still the same.","PROBLEM DISCOVERY"
"this app treats docx file as xml documents and automatic opens it with xml reader.","OTHER"
"i hope developer can fix this thanks
Fix this Good but not better
After es explorer im trying something new Its description is cool I think I will love this aap","INFORMATION GIVING"
"Good and clean Works well.","OTHER"
"Clean UI.","OTHER"
"Thank you.","OTHER"
"Great No Ads good file manager
Looks good so far.","OTHER"
"Has a clean UI!!","OTHER"
"Material design,does everything a file explorer does(even root related things) and stays free.","OTHER"
"The only thing missing is an AMOLED theme.","FEATURE REQUEST"
"The only good file manager that isn't filled to the brim with ads
This is a great app, but there are major otg issues and please add a feature to install all selected APKS on the same time, then this great file manager will become unbeatable.","FEATURE REQUEST"
"Looks great A few requested features.","FEATURE REQUEST"
"Add the bookmarks into the slide out side menu and add a text editor so can edit things like build.prop.","OTHER"
